"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
51135,"Nottoway, VA",1,Personal income (thousands of dollars),747975
51135,"Nottoway, VA",2,Population (persons) 1,15632
51135,"Nottoway, VA",3,Per capita personal income (dollars) 2,47849
51137,"Orange, VA",1,Personal income (thousands of dollars),2582805
51137,"Orange, VA",2,Population (persons) 1,38986
51137,"Orange, VA",3,Per capita personal income (dollars) 2,66250
51139,"Page, VA",1,Personal income (thousands of dollars),1249398
51139,"Page, VA",2,Population (persons) 1,23686
51139,"Page, VA",3,Per capita personal income (dollars) 2,52748
51141,"Patrick, VA",1,Personal income (thousands of dollars),787089
51141,"Patrick, VA",2,Population (persons) 1,17308
51141,"Patrick, VA",3,Per capita personal income (dollars) 2,45475
51145,"Powhatan, VA",1,Personal income (thousands of dollars),2444319
51145,"Powhatan, VA",2,Population (persons) 1,32392
51145,"Powhatan, VA",3,Per capita personal income (dollars) 2,75461
51147,"Prince Edward, VA",1,Personal income (thousands of dollars),964203
51147,"Prince Edward, VA",2,Population (persons) 1,22276
51147,"Prince Edward, VA",3,Per capita personal income (dollars) 2,43284
51155,"Pulaski, VA",1,Personal income (thousands of dollars),1808956
51155,"Pulaski, VA",2,Population (persons) 1,33579
51155,"Pulaski, VA",3,Per capita personal income (dollars) 2,53872
51157,"Rappahannock, VA",1,Personal income (thousands of dollars),711542
51157,"Rappahannock, VA",2,Population (persons) 1,7479
51157,"Rappahannock, VA",3,Per capita personal income (dollars) 2,95139
51159,"Richmond, VA",1,Personal income (thousands of dollars),436642
51159,"Richmond, VA",2,Population (persons) 1,9215
51159,"Richmond, VA",3,Per capita personal income (dollars) 2,47384
51167,"Russell, VA",1,Personal income (thousands of dollars),1150666
51167,"Russell, VA",2,Population (persons) 1,25420
51167,"Russell, VA",3,Per capita personal income (dollars) 2,45266
51169,"Scott, VA",1,Personal income (thousands of dollars),963853
51169,"Scott, VA",2,Population (persons) 1,21388
51169,"Scott, VA",3,Per capita personal income (dollars) 2,45065
51171,"Shenandoah, VA",1,Personal income (thousands of dollars),2719311
51171,"Shenandoah, VA",2,Population (persons) 1,45441
51171,"Shenandoah, VA",3,Per capita personal income (dollars) 2,59843
51173,"Smyth, VA",1,Personal income (thousands of dollars),1474817
51173,"Smyth, VA",2,Population (persons) 1,29137
51173,"Smyth, VA",3,Per capita personal income (dollars) 2,50617
51179,"Stafford, VA",1,Personal income (thousands of dollars),11877286
51179,"Stafford, VA",2,Population (persons) 1,168919
51179,"Stafford, VA",3,Per capita personal income (dollars) 2,70313
51181,"Surry, VA",1,Personal income (thousands of dollars),382975
51181,"Surry, VA",2,Population (persons) 1,6579
51181,"Surry, VA",3,Per capita personal income (dollars) 2,58212
51183,"Sussex, VA",1,Personal income (thousands of dollars),441215
51183,"Sussex, VA",2,Population (persons) 1,10753
51183,"Sussex, VA",3,Per capita personal income (dollars) 2,41032
51185,"Tazewell, VA",1,Personal income (thousands of dollars),2005649
51185,"Tazewell, VA",2,Population (persons) 1,38875
51185,"Tazewell, VA",3,Per capita personal income (dollars) 2,51592
51187,"Warren, VA",1,Personal income (thousands of dollars),2636820
51187,"Warren, VA",2,Population (persons) 1,42461
51187,"Warren, VA",3,Per capita personal income (dollars) 2,62100
51193,"Westmoreland, VA",1,Personal income (thousands of dollars),1082403
51193,"Westmoreland, VA",2,Population (persons) 1,19235
51193,"Westmoreland, VA",3,Per capita personal income (dollars) 2,56273
51197,"Wythe, VA",1,Personal income (thousands of dollars),1382362
51197,"Wythe, VA",2,Population (persons) 1,28100
51197,"Wythe, VA",3,Per capita personal income (dollars) 2,49194
51510,"Alexandria (Independent City), VA",1,Personal income (thousands of dollars),19187988
51510,"Alexandria (Independent City), VA",2,Population (persons) 1,159102
51510,"Alexandria (Independent City), VA",3,Per capita personal income (dollars) 2,120602
51550,"Chesapeake (Independent City), VA",1,Personal income (thousands of dollars),16771375
51550,"Chesapeake (Independent City), VA",2,Population (persons) 1,254997
51550,"Chesapeake (Independent City), VA",3,Per capita personal income (dollars) 2,65771
51650,"Hampton (Independent City), VA",1,Personal income (thousands of dollars),7546820
51650,"Hampton (Independent City), VA",2,Population (persons) 1,137596
51650,"Hampton (Independent City), VA",3,Per capita personal income (dollars) 2,54848
51700,"Newport News (Independent City), VA",1,Personal income (thousands of dollars),9760622
51700,"Newport News (Independent City), VA",2,Population (persons) 1,183056
51700,"Newport News (Independent City), VA",3,Per capita personal income (dollars) 2,53320
51710,"Norfolk (Independent City), VA",1,Personal income (thousands of dollars),11901371
51710,"Norfolk (Independent City), VA",2,Population (persons) 1,231105
51710,"Norfolk (Independent City), VA",3,Per capita personal income (dollars) 2,51498
51740,"Portsmouth (Independent City), VA",1,Personal income (thousands of dollars),4881301
51740,"Portsmouth (Independent City), VA",2,Population (persons) 1,96482
51740,"Portsmouth (Independent City), VA",3,Per capita personal income (dollars) 2,50593
51760,"Richmond (Independent City), VA",1,Personal income (thousands of dollars),18694109
51760,"Richmond (Independent City), VA",2,Population (persons) 1,233655
51760,"Richmond (Independent City), VA",3,Per capita personal income (dollars) 2,80007
51770,"Roanoke (Independent City), VA",1,Personal income (thousands of dollars),5781953
51770,"Roanoke (Independent City), VA",2,Population (persons) 1,97912
51770,"Roanoke (Independent City), VA",3,Per capita personal income (dollars) 2,59053
51800,"Suffolk (Independent City), VA",1,Personal income (thousands of dollars),6933844
51800,"Suffolk (Independent City), VA",2,Population (persons) 1,103105
51800,"Suffolk (Independent City), VA",3,Per capita personal income (dollars) 2,67250
51810,"Virginia Beach (Independent City), VA",1,Personal income (thousands of dollars),34723065
51810,"Virginia Beach (Independent City), VA",2,Population (persons) 1,454808
51810,"Virginia Beach (Independent City), VA",3,Per capita personal income (dollars) 2,76347
51901,"Albemarle + Charlottesville, VA*",1,Personal income (thousands of dollars),17850944
51901,"Albemarle + Charlottesville, VA*",2,Population (persons) 1,162080
51901,"Albemarle + Charlottesville, VA*",3,Per capita personal income (dollars) 2,110137
51903,"Alleghany + Covington, VA*",1,Personal income (thousands of dollars),1015923
51903,"Alleghany + Covington, VA*",2,Population (persons) 1,20295
51903,"Alleghany + Covington, VA*",3,Per capita personal income (dollars) 2,50058
51907,"Augusta, Staunton + Waynesboro, VA*",1,Personal income (thousands of dollars),7511270
51907,"Augusta, Staunton + Waynesboro, VA*",2,Population (persons) 1,128481
51907,"Augusta, Staunton + Waynesboro, VA*",3,Per capita personal income (dollars) 2,58462
51911,"Campbell + Lynchburg, VA*",1,Personal income (thousands of dollars),6881080
51911,"Campbell + Lynchburg, VA*",2,Population (persons) 1,135643
51911,"Campbell + Lynchburg, VA*",3,Per capita personal income (dollars) 2,50729
51913,"Carroll + Galax, VA*",1,Personal income (thousands of dollars),1822175
51913,"Carroll + Galax, VA*",2,Population (persons) 1,35981
51913,"Carroll + Galax, VA*",3,Per capita personal income (dollars) 2,50643
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",1,Personal income (thousands of dollars),4186421
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2,Population (persons) 1,81308
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",3,Per capita personal income (dollars) 2,51488
51919,"Fairfax, Fairfax City + Falls Church, VA*",1,Personal income (thousands of dollars),137459424
51919,"Fairfax, Fairfax City + Falls Church, VA*",2,Population (persons) 1,1202299
51919,"Fairfax, Fairfax City + Falls Church, VA*",3,Per capita personal income (dollars) 2,114330
51921,"Frederick + Winchester, VA*",1,Personal income (thousands of dollars),8480465
51921,"Frederick + Winchester, VA*",2,Population (persons) 1,125909
51921,"Frederick + Winchester, VA*",3,Per capita personal income (dollars) 2,67354
51923,"Greensville + Emporia, VA*",1,Personal income (thousands of dollars),726574
51923,"Greensville + Emporia, VA*",2,Population (persons) 1,16552
51923,"Greensville + Emporia, VA*",3,Per capita personal income (dollars) 2,43896
51929,"Henry + Martinsville, VA*",1,Personal income (thousands of dollars),3250366
51929,"Henry + Martinsville, VA*",2,Population (persons) 1,63219
51929,"Henry + Martinsville, VA*",3,Per capita personal income (dollars) 2,51414
51931,"James City + Williamsburg, VA*",1,Personal income (thousands of dollars),8346274
51931,"James City + Williamsburg, VA*",2,Population (persons) 1,98827
51931,"James City + Williamsburg, VA*",3,Per capita personal income (dollars) 2,84453
51933,"Montgomery + Radford, VA*",1,Personal income (thousands of dollars),6039450
51933,"Montgomery + Radford, VA*",2,Population (persons) 1,116271
51933,"Montgomery + Radford, VA*",3,Per capita personal income (dollars) 2,51943
51939,"Pittsylvania + Danville, VA*",1,Personal income (thousands of dollars),5119333
51939,"Pittsylvania + Danville, VA*",2,Population (persons) 1,101403
51939,"Pittsylvania + Danville, VA*",3,Per capita personal income (dollars) 2,50485
51941,"Prince George + Hopewell, VA*",1,Personal income (thousands of dollars),2958230
51941,"Prince George + Hopewell, VA*",2,Population (persons) 1,66559
51941,"Prince George + Hopewell, VA*",3,Per capita personal income (dollars) 2,44445
51942,"Prince William, Manassas + Manassas Park, VA*",1,Personal income (thousands of dollars),39538913
51942,"Prince William, Manassas + Manassas Park, VA*",2,Population (persons) 1,557230
51942,"Prince William, Manassas + Manassas Park, VA*",3,Per capita personal income (dollars) 2,70956
51944,"Roanoke + Salem, VA*",1,Personal income (thousands of dollars),8206715
51944,"Roanoke + Salem, VA*",2,Population (persons) 1,123242
51944,"Roanoke + Salem, VA*",3,Per capita personal income (dollars) 2,66590
51945,"Rockbridge, Buena Vista + Lexington, VA*",1,Personal income (thousands of dollars),2016947
51945,"Rockbridge, Buena Vista + Lexington, VA*",2,Population (persons) 1,36751
51945,"Rockbridge, Buena Vista + Lexington, VA*",3,Per capita personal income (dollars) 2,54881
51947,"Rockingham + Harrisonburg, VA*",1,Personal income (thousands of dollars),7451480
51947,"Rockingham + Harrisonburg, VA*",2,Population (persons) 1,138838
51947,"Rockingham + Harrisonburg, VA*",3,Per capita personal income (dollars) 2,53670
51949,"Southampton + Franklin, VA*",1,Personal income (thousands of dollars),1411824
51949,"Southampton + Franklin, VA*",2,Population (persons) 1,26314
51949,"Southampton + Franklin, VA*",3,Per capita personal income (dollars) 2,53653
51951,"Spotsylvania + Fredericksburg, VA*",1,Personal income (thousands of dollars),12365129
51951,"Spotsylvania + Fredericksburg, VA*",2,Population (persons) 1,182013
51951,"Spotsylvania + Fredericksburg, VA*",3,Per capita personal income (dollars) 2,67935
51953,"Washington + Bristol, VA*",1,Personal income (thousands of dollars),3823284
51953,"Washington + Bristol, VA*",2,Population (persons) 1,70414
51953,"Washington + Bristol, VA*",3,Per capita personal income (dollars) 2,54297
51955,"Wise + Norton, VA*",1,Personal income (thousands of dollars),1767831
51955,"Wise + Norton, VA*",2,Population (persons) 1,38451
51955,"Wise + Norton, VA*",3,Per capita personal income (dollars) 2,45976
51958,"York + Poquoson, VA*",1,Personal income (thousands of dollars),6417152
51958,"York + Poquoson, VA*",2,Population (persons) 1,84264
51958,"York + Poquoson, VA*",3,Per capita personal income (dollars) 2,76155
53001,"Adams, WA",1,Personal income (thousands of dollars),1183686
53001,"Adams, WA",2,Population (persons) 1,21039
53001,"Adams, WA",3,Per capita personal income (dollars) 2,56262
53003,"Asotin, WA",1,Personal income (thousands of dollars),1366587
53003,"Asotin, WA",2,Population (persons) 1,22523
53003,"Asotin, WA",3,Per capita personal income (dollars) 2,60675
53005,"Benton, WA",1,Personal income (thousands of dollars),13080579
53005,"Benton, WA",2,Population (persons) 1,218190
53005,"Benton, WA",3,Per capita personal income (dollars) 2,59950
53007,"Chelan, WA",1,Personal income (thousands of dollars),5909252
53007,"Chelan, WA",2,Population (persons) 1,81228
53007,"Chelan, WA",3,Per capita personal income (dollars) 2,72749
53009,"Clallam, WA",1,Personal income (thousands of dollars),4949951
53009,"Clallam, WA",2,Population (persons) 1,77958
53009,"Clallam, WA",3,Per capita personal income (dollars) 2,63495
53011,"Clark, WA",1,Personal income (thousands of dollars),37976001
53011,"Clark, WA",2,Population (persons) 1,527269
53011,"Clark, WA",3,Per capita personal income (dollars) 2,72024
53013,"Columbia, WA",1,Personal income (thousands of dollars),256298
53013,"Columbia, WA",2,Population (persons) 1,4025
53013,"Columbia, WA",3,Per capita personal income (dollars) 2,63677
53015,"Cowlitz, WA",1,Personal income (thousands of dollars),6801225
53015,"Cowlitz, WA",2,Population (persons) 1,113982
53015,"Cowlitz, WA",3,Per capita personal income (dollars) 2,59669
53017,"Douglas, WA",1,Personal income (thousands of dollars),2472639
53017,"Douglas, WA",2,Population (persons) 1,45795
53017,"Douglas, WA",3,Per capita personal income (dollars) 2,53994
53019,"Ferry, WA",1,Personal income (thousands of dollars),380587
53019,"Ferry, WA",2,Population (persons) 1,7543
53019,"Ferry, WA",3,Per capita personal income (dollars) 2,50456
53021,"Franklin, WA",1,Personal income (thousands of dollars),5116080
53021,"Franklin, WA",2,Population (persons) 1,101238
53021,"Franklin, WA",3,Per capita personal income (dollars) 2,50535
53023,"Garfield, WA",1,Personal income (thousands of dollars),135341
53023,"Garfield, WA",2,Population (persons) 1,2404
53023,"Garfield, WA",3,Per capita personal income (dollars) 2,56298
53025,"Grant, WA",1,Personal income (thousands of dollars),5467291
53025,"Grant, WA",2,Population (persons) 1,104717
53025,"Grant, WA",3,Per capita personal income (dollars) 2,52210
53027,"Grays Harbor, WA",1,Personal income (thousands of dollars),4130561
53027,"Grays Harbor, WA",2,Population (persons) 1,77893
53027,"Grays Harbor, WA",3,Per capita personal income (dollars) 2,53029
53029,"Island, WA",1,Personal income (thousands of dollars),6406215
53029,"Island, WA",2,Population (persons) 1,86478
53029,"Island, WA",3,Per capita personal income (dollars) 2,74079
53031,"Jefferson, WA",1,Personal income (thousands of dollars),2474419
53031,"Jefferson, WA",2,Population (persons) 1,33944
53031,"Jefferson, WA",3,Per capita personal income (dollars) 2,72897
53033,"King, WA",1,Personal income (thousands of dollars),301147697
53033,"King, WA",2,Population (persons) 1,2340211
